experience_years,grade,specialization,city,work_format,company_segment,education,posted_date,description,salary_rub
2,middle,frontend,moscow,hybrid,bigtech,not_specified,2025-02-23,"Вакансия frontend middle: Vue.js, Nuxt. Зарплата по результатам собеседования.",405000
4,middle,data_science,moscow,office,mid_product,not_specified,2025-05-11,Вакансия data_science middle: scikit-learn. Зарплата по результатам собеседования.,350000
2,junior,qa,novosibirsk,NA,NA,not_specified,2025-06-20,"Открыта позиция junior qa. Технологии: Python, Pytest, Selenium. Формат: офис.",80000
2,middle,backend,spb,office,mid_product,not_specified,2025-05-17,"Вакансия backend middle: Node.js, Express. Зарплата по результатам собеседования.",380000
14,lead,data_science,spb,office,bigtech,NA,2026-03-03,"bigtech приглашает data_science. Требования: SQL, Spark, опыт 14.5+ лет.",560000
2,middle,frontend,samara,remote,outsource,not_specified,2026-02-25,"Открыта позиция middle frontend. Технологии: Vue.js, Nuxt. Формат: удалёнка.",150000
1,junior,frontend,samara,remote,outsource,not_specified,2025-11-01,"Требуется frontend (junior). Angular, RxJS, remote формат. Регион.",70000
6,senior,frontend,moscow,hybrid,bigtech,not_specified,NA,"Вакансия frontend senior: Vue.js, Nuxt. Зарплата по результатам собеседования.",530000
14,lead,qa,spb,office,enterprise,not_specified,2025-12-24,"Вакансия qa lead: Java, JUnit. Зарплата по результатам собеседования.",270000
3,middle,qa,novosibirsk,remote,bigtech,not_specified,2026-01-16,"Вакансия qa middle: Java, JUnit. Зарплата по результатам собеседования.",240000
1,junior,frontend,spb,office,NA,not_specified,2026-05-28,"Требуется frontend (junior). Angular, RxJS, office формат. Санкт-Петербург.",90000
NA,middle,data_science,moscow,office,outsource,not_specified,2026-05-23,"Вакансия data_science middle: Python, PyTorch. Зарплата по результатам собеседования.",240000
3,middle,backend,samara,remote,bigtech,not_specified,NA,"Требуется backend (middle). Go, gRPC, remote формат. Регион.",310000
8,senior,qa,ekaterinburg,office,enterprise,not_specified,2025-12-23,"Ищем senior qa в команду. Стек: Java, JUnit. Опыт от 7.5+ лет.",205000
0,junior,data_science,nizhny_novgorod,remote,NA,NA,2026-06-25,"Вакансия data_science junior: Python, PyTorch. Зарплата по результатам собеседования.",80000
4,middle,backend,ekaterinburg,NA,enterprise,higher_tech,2025-12-30,"Требуется backend (middle). Go, gRPC, office формат. Регион.",215000
NA,junior,frontend,moscow,office,mid_product,higher_tech,NA,"Ищем junior frontend в команду. Стек: React, TypeScript. Опыт от 1.4+ лет.",100000
3,middle,backend,ekaterinburg,office,enterprise,not_specified,NA,"Требуется backend (middle). Go, gRPC, office формат. Регион.",265000
2,middle,frontend,novosibirsk,remote,bigtech,higher_general,2025-02-04,"bigtech приглашает frontend. Требования: Vue.js, Nuxt, опыт 2.1+ лет.",265000
3,middle,frontend,spb,office,enterprise,not_specified,2026-05-11,"enterprise приглашает frontend. Требования: React, TypeScript, опыт 2.8+ лет.",330000
1,junior,backend,novosibirsk,remote,outsource,not_specified,NA,"Требуется backend (junior). Java, Spring, remote формат. Регион.",85000
4,senior,mobile,moscow,office,bigtech,higher_general,2025-06-20,"Открыта позиция senior mobile. Технологии: Swift, iOS. Формат: офис.",490000
1,junior,mobile,moscow,office,mid_product,higher_tech,2025-06-28,Вакансия mobile junior: React Native. Зарплата по результатам собеседования.,140000
2,middle,devops,nizhny_novgorod,hybrid,mid_product,higher_tech,NA,"Открыта позиция middle devops. Технологии: CI/CD, GitLab. Формат: гибрид.",230000
NA,junior,backend,moscow,office,outsource,not_specified,2026-05-10,"Требуется backend (junior). C#, .NET, office формат. Москва.",115000
3,middle,qa,rostov,NA,enterprise,NA,2026-03-16,"Вакансия qa middle: Java, JUnit. Зарплата по результатам собеседования.",200000
8,senior,frontend,spb,hybrid,mid_product,not_specified,2025-06-26,"Требуется frontend (senior). React, TypeScript, hybrid формат. Санкт-Петербург.",350000
2,middle,data_science,spb,remote,mid_product,not_specified,2025-08-24,"Открыта позиция middle data_science. Технологии: SQL, Spark. Формат: удалёнка.",275000
1,junior,frontend,spb,remote,enterprise,not_specified,2025-12-18,"Открыта позиция junior frontend. Технологии: Vue.js, Nuxt. Формат: удалёнка.",95000
NA,middle,qa,moscow,remote,NA,not_specified,2025-12-06,"Вакансия qa middle: Postman, SQL. Зарплата по результатам собеседования.",225000
2,middle,qa,ekaterinburg,NA,outsource,not_specified,2025-04-11,"Открыта позиция middle qa. Технологии: Java, JUnit. Формат: офис.",115000
NA,middle,backend,moscow,hybrid,enterprise,NA,2025-06-17,"Открыта позиция middle backend. Технологии: Go, gRPC. Формат: гибрид.",365000
1,junior,frontend,samara,office,mid_product,not_specified,2025-06-02,"Ищем junior frontend в команду. Стек: React, TypeScript. Опыт от 1.4+ лет.",70000
NA,middle,data_science,nizhny_novgorod,office,mid_product,not_specified,2026-04-26,"mid_product приглашает data_science. Требования: TensorFlow, Pandas, опыт 3.4+ лет.",205000
4,middle,devops,spb,office,mid_product,NA,2026-05-06,"Требуется devops (middle). CI/CD, GitLab, office формат. Санкт-Петербург.",295000
6,senior,devops,ekaterinburg,remote,bigtech,not_specified,2025-06-03,"Ищем senior devops в команду. Стек: Linux, Bash. Опыт от 5.5+ лет.",405000
1,junior,backend,rostov,remote,mid_product,NA,2026-06-09,"Требуется backend (junior). Node.js, Express, remote формат. Регион.",90000
NA,middle,devops,moscow,NA,mid_product,not_specified,2026-05-23,"Ищем middle devops в команду. Стек: Linux, Bash. Опыт от 1.8+ лет.",250000
4,middle,devops,spb,remote,NA,not_specified,2025-07-25,"Вакансия devops middle: Terraform, AWS. Зарплата по результатам собеседования.",245000
2,junior,data_science,moscow,office,NA,NA,2026-01-10,"Вакансия data_science junior: TensorFlow, Pandas. Зарплата по результатам собеседования.",185000
2,middle,frontend,samara,office,outsource,NA,2026-01-02,"Ищем middle frontend в команду. Стек: Vue.js, Nuxt. Опыт от 2.2+ лет.",150000
6,senior,frontend,ekaterinburg,remote,NA,NA,2025-04-21,"Вакансия frontend senior: Vue.js, Nuxt. Зарплата по результатам собеседования.",205000
4,middle,backend,kazan,remote,NA,NA,NA,"Открыта позиция middle backend. Технологии: Python, Django. Формат: удалёнка.",180000
1,junior,frontend,nizhny_novgorod,NA,enterprise,not_specified,2025-07-03,"Вакансия frontend junior: Angular, RxJS. Зарплата по результатам собеседования.",75000
7,senior,data_science,moscow,remote,outsource,higher_general,2025-11-08,"outsource приглашает data_science. Требования: TensorFlow, Pandas, опыт 7.0+ лет.",345000
NA,middle,qa,moscow,office,outsource,not_specified,2025-10-25,"Ищем middle qa в команду. Стек: Python, Pytest, Selenium. Опыт от 1.7+ лет.",185000
7,senior,backend,novosibirsk,remote,mid_product,not_specified,2026-01-07,"mid_product приглашает backend. Требования: Go, gRPC, опыт 7.3+ лет.",305000
3,middle,frontend,ekaterinburg,office,bigtech,not_specified,2025-03-20,"Вакансия frontend middle: Vue.js, Nuxt. Зарплата по результатам собеседования.",230000
NA,middle,qa,moscow,office,enterprise,not_specified,2025-12-18,"enterprise приглашает qa. Требования: Python, Pytest, Selenium, опыт 3.4+ лет.",195000
11,lead,frontend,moscow,office,enterprise,not_specified,2025-01-14,"Вакансия frontend lead: Next.js, Tailwind. Зарплата по результатам собеседования.",510000
1,junior,backend,samara,office,mid_product,not_specified,NA,"Требуется backend (junior). C#, .NET, office формат. Регион.",100000
2,middle,qa,spb,office,enterprise,not_specified,2026-06-12,"Ищем middle qa в команду. Стек: Postman, SQL. Опыт от 2.3+ лет.",215000
2,middle,qa,samara,office,bigtech,not_specified,2026-03-15,"Вакансия qa middle: Python, Pytest, Selenium. Зарплата по результатам собеседования.",185000
NA,senior,backend,nizhny_novgorod,office,mid_product,higher_general,2025-10-11,"Ищем senior backend в команду. Стек: Python, Django. Опыт от 5.4+ лет.",450000
6,senior,devops,moscow,office,NA,not_specified,NA,"Открыта позиция senior devops. Технологии: Terraform, AWS. Формат: офис.",430000
2,middle,devops,nizhny_novgorod,remote,outsource,not_specified,2025-03-12,"Требуется devops (middle). Linux, Bash, remote формат. Регион.",165000
NA,senior,mobile,moscow,hybrid,NA,not_specified,2026-04-19,"Ищем senior mobile в команду. Стек: Swift, iOS. Опыт от 4.4+ лет.",535000
2,middle,backend,moscow,hybrid,outsource,not_specified,2026-06-20,"Ищем middle backend в команду. Стек: Go, gRPC. Опыт от 1.5+ лет.",255000
NA,middle,backend,moscow,office,outsource,not_specified,2026-06-27,"Требуется backend (middle). Python, Django, office формат. Москва.",250000
2,middle,backend,moscow,remote,outsource,higher_general,2026-04-22,"Ищем middle backend в команду. Стек: C#, .NET. Опыт от 1.8+ лет.",280000
3,middle,mobile,samara,office,NA,not_specified,2025-03-06,"Требуется mobile (middle). React Native, office формат. Регион.",280000
0,intern,frontend,samara,office,NA,not_specified,2025-01-02,"Требуется frontend (intern). Vue.js, Nuxt, office формат. Регион.",35000
3,middle,frontend,samara,office,outsource,NA,2025-07-17,"Требуется frontend (middle). Angular, RxJS, office формат. Регион.",145000
NA,junior,backend,ekaterinburg,remote,enterprise,not_specified,2025-08-07,"Открыта позиция junior backend. Технологии: Java, Spring. Формат: удалёнка.",100000
5,senior,backend,moscow,remote,smb,not_specified,NA,"Открыта позиция senior backend. Технологии: Go, gRPC. Формат: удалёнка.",410000
NA,senior,backend,samara,remote,outsource,NA,2026-06-02,"Требуется backend (senior). Python, Django, remote формат. Регион.",225000
5,senior,qa,moscow,office,bigtech,higher_general,NA,"Ищем senior qa в команду. Стек: Cypress, JS. Опыт от 5.2+ лет.",265000
6,senior,frontend,novosibirsk,office,enterprise,not_specified,2025-08-03,"Требуется frontend (senior). Next.js, Tailwind, office формат. Регион.",190000
1,junior,frontend,samara,office,NA,not_specified,2025-04-30,"Ищем junior frontend в команду. Стек: React, TypeScript. Опыт от 0.6+ лет.",80000
4,senior,backend,spb,office,NA,NA,2025-12-07,"Требуется backend (senior). C#, .NET, office формат. Санкт-Петербург.",660000
2,middle,data_science,novosibirsk,remote,enterprise,higher_general,2025-03-14,"Ищем middle data_science в команду. Стек: TensorFlow, Pandas. Опыт от 2.3+ лет.",255000
0,intern,backend,ekaterinburg,office,mid_product,not_specified,2025-09-04,"Требуется backend (intern). Go, gRPC, office формат. Регион.",40000
2,middle,mobile,moscow,NA,NA,not_specified,2025-09-30,Ищем middle mobile в команду. Стек: React Native. Опыт от 2.4+ лет.,310000
4,middle,frontend,nizhny_novgorod,NA,outsource,not_specified,2026-02-12,"Ищем middle frontend в команду. Стек: React, TypeScript. Опыт от 3.5+ лет.",145000
3,middle,backend,novosibirsk,office,NA,not_specified,NA,"Вакансия backend middle: Java, Spring. Зарплата по результатам собеседования.",255000
3,middle,backend,spb,office,bigtech,not_specified,2025-10-13,"bigtech приглашает backend. Требования: Java, Spring, опыт 2.8+ лет.",440000
3,middle,mobile,ekaterinburg,office,NA,not_specified,2026-04-02,"Открыта позиция middle mobile. Технологии: Flutter, Dart. Формат: офис.",230000
NA,senior,qa,samara,remote,enterprise,not_specified,2026-05-24,"Открыта позиция senior qa. Технологии: Java, JUnit. Формат: удалёнка.",130000
1,junior,data_science,moscow,office,outsource,not_specified,NA,"outsource приглашает data_science. Требования: TensorFlow, Pandas, опыт 1.0+ лет.",130000
1,junior,data_science,ekaterinburg,office,outsource,higher_general,2025-09-28,"Открыта позиция junior data_science. Технологии: SQL, Spark. Формат: офис.",85000
3,middle,backend,samara,remote,NA,not_specified,2026-06-10,"outsource приглашает backend. Требования: Python, Django, опыт 3.3+ лет.",230000
1,junior,backend,ekaterinburg,NA,outsource,higher_general,2026-02-01,"Требуется backend (junior). Python, Django, remote формат. Регион.",70000
NA,senior,devops,nizhny_novgorod,NA,NA,higher_general,2025-11-03,"Ищем senior devops в команду. Стек: CI/CD, GitLab. Опыт от 4.7+ лет.",435000
NA,middle,qa,novosibirsk,NA,enterprise,not_specified,2026-03-14,"Открыта позиция middle qa. Технологии: Java, JUnit. Формат: офис.",200000
1,junior,data_science,moscow,office,outsource,not_specified,2025-10-21,"Открыта позиция junior data_science. Технологии: TensorFlow, Pandas. Формат: офис.",115000
3,middle,frontend,nizhny_novgorod,remote,bigtech,not_specified,2026-01-17,"Ищем middle frontend в команду. Стек: Angular, RxJS. Опыт от 2.7+ лет.",330000
1,junior,frontend,moscow,office,outsource,NA,2025-06-29,"Требуется frontend (junior). Vue.js, Nuxt, office формат. Москва.",90000
0,junior,qa,moscow,office,bigtech,not_specified,2026-06-14,"Ищем junior qa в команду. Стек: Postman, SQL. Опыт от 0.5+ лет.",145000
3,middle,frontend,kazan,office,enterprise,NA,NA,"Открыта позиция middle frontend. Технологии: Next.js, Tailwind. Формат: офис.",215000
7,senior,backend,samara,remote,smb,not_specified,2025-10-02,"Вакансия backend senior: Python, Django. Зарплата по результатам собеседования.",310000
NA,middle,backend,novosibirsk,remote,bigtech,not_specified,NA,"Вакансия backend middle: C#, .NET. Зарплата по результатам собеседования.",235000
8,senior,frontend,nizhny_novgorod,office,mid_product,NA,2025-09-15,"Открыта позиция senior frontend. Технологии: Angular, RxJS. Формат: офис.",355000
5,senior,frontend,moscow,hybrid,bigtech,not_specified,2026-02-01,"Вакансия frontend senior: React, TypeScript. Зарплата по результатам собеседования.",1160000
3,middle,data_science,moscow,hybrid,enterprise,higher_general,NA,"Требуется data_science (middle). scikit-learn, hybrid формат. Москва.",290000
9,lead,mobile,spb,hybrid,enterprise,not_specified,NA,"Открыта позиция lead mobile. Технологии: Swift, iOS. Формат: гибрид.",685000
5,senior,mobile,novosibirsk,office,enterprise,higher_tech,2025-10-11,Вакансия mobile senior: React Native. Зарплата по результатам собеседования.,385000
8,senior,backend,kazan,office,smb,not_specified,2025-06-30,"Ищем senior backend в команду. Стек: Java, Spring. Опыт от 7.8+ лет.",250000
6,senior,devops,moscow,office,NA,not_specified,2025-01-04,"Требуется devops (senior). CI/CD, GitLab, office формат. Москва.",360000
4,middle,backend,spb,NA,NA,not_specified,2026-05-25,"Требуется backend (middle). Java, Spring, remote формат. Санкт-Петербург.",680000
2,middle,devops,rostov,office,NA,not_specified,NA,"Требуется devops (middle). Linux, Bash, office формат. Регион.",210000
5,senior,backend,samara,office,mid_product,not_specified,2025-05-30,"Ищем senior backend в команду. Стек: Node.js, Express. Опыт от 5.4+ лет.",250000
3,middle,backend,moscow,remote,smb,higher_general,2026-01-15,"Ищем middle backend в команду. Стек: Python, Django. Опыт от 2.8+ лет.",225000
7,senior,devops,spb,hybrid,mid_product,not_specified,2025-04-24,"Требуется devops (senior). K8s, Docker, Ansible, hybrid формат. Санкт-Петербург.",555000
1,junior,frontend,samara,office,mid_product,NA,2026-06-12,"Открыта позиция junior frontend. Технологии: React, TypeScript. Формат: офис.",70000
2,middle,backend,ekaterinburg,office,enterprise,higher_general,2025-01-19,"enterprise приглашает backend. Требования: C#, .NET, опыт 2.2+ лет.",250000
NA,junior,backend,moscow,hybrid,smb,not_specified,2026-03-20,"Открыта позиция junior backend. Технологии: Go, gRPC. Формат: гибрид.",125000
NA,senior,backend,moscow,office,enterprise,higher_tech,2026-04-24,"Открыта позиция senior backend. Технологии: Node.js, Express. Формат: офис.",515000
3,middle,mobile,moscow,remote,mid_product,higher_general,2025-03-12,"Вакансия mobile middle: Swift, iOS. Зарплата по результатам собеседования.",375000
8,senior,qa,samara,office,mid_product,not_specified,2026-06-14,"Ищем senior qa в команду. Стек: Postman, SQL. Опыт от 7.8+ лет.",130000
2,middle,backend,samara,office,NA,not_specified,NA,"bigtech приглашает backend. Требования: Node.js, Express, опыт 1.9+ лет.",310000
5,senior,backend,spb,office,outsource,not_specified,2025-07-20,"Открыта позиция senior backend. Технологии: Java, Spring. Формат: офис.",220000
4,senior,data_science,moscow,NA,enterprise,not_specified,2025-01-19,"Открыта позиция senior data_science. Технологии: Python, PyTorch. Формат: офис.",455000
4,middle,mobile,nizhny_novgorod,NA,mid_product,not_specified,2025-07-23,Открыта позиция middle mobile. Технологии: React Native. Формат: офис.,225000
NA,middle,backend,samara,remote,mid_product,not_specified,NA,"mid_product приглашает backend. Требования: Java, Spring, опыт 2.4+ лет.",200000
1,junior,backend,moscow,office,mid_product,not_specified,2026-03-09,"Ищем junior backend в команду. Стек: C#, .NET. Опыт от 1.2+ лет.",135000
1,junior,backend,moscow,hybrid,enterprise,not_specified,2025-03-23,"Требуется backend (junior). Node.js, Express, hybrid формат. Москва.",165000
2,junior,frontend,spb,office,enterprise,NA,2026-01-24,"enterprise приглашает frontend. Требования: Vue.js, Nuxt, опыт 1.5+ лет.",105000
5,senior,qa,moscow,office,NA,NA,2025-11-07,"Ищем senior qa в команду. Стек: Cypress, JS. Опыт от 5.1+ лет.",200000
4,middle,frontend,samara,office,enterprise,higher_general,2026-03-26,"enterprise приглашает frontend. Требования: Vue.js, Nuxt, опыт 3.9+ лет.",595000
3,middle,mobile,kazan,NA,outsource,NA,2025-11-10,"Требуется mobile (middle). Flutter, Dart, office формат. Регион.",235000
NA,junior,data_science,kazan,office,mid_product,higher_general,2026-05-24,Открыта позиция junior data_science. Технологии: scikit-learn. Формат: офис.,95000
2,middle,frontend,novosibirsk,office,bigtech,NA,2025-10-04,"bigtech приглашает frontend. Требования: Next.js, Tailwind, опыт 2.0+ лет.",315000
2,middle,data_science,spb,NA,enterprise,not_specified,2026-04-18,Открыта позиция middle data_science. Технологии: scikit-learn. Формат: офис.,250000
7,senior,data_science,moscow,office,mid_product,not_specified,NA,"Вакансия data_science senior: SQL, Spark. Зарплата по результатам собеседования.",435000
3,middle,devops,novosibirsk,remote,enterprise,not_specified,2025-01-13,"Ищем middle devops в команду. Стек: K8s, Docker, Ansible. Опыт от 3.2+ лет.",225000
2,middle,qa,samara,office,NA,not_specified,2026-06-07,"Открыта позиция middle qa. Технологии: Java, JUnit. Формат: офис.",125000
2,middle,qa,samara,office,bigtech,not_specified,2026-03-23,"bigtech приглашает qa. Требования: Cypress, JS, опыт 2.3+ лет.",180000
3,middle,frontend,spb,hybrid,bigtech,not_specified,2025-08-02,"Ищем middle frontend в команду. Стек: Next.js, Tailwind. Опыт от 3.3+ лет.",345000
1,junior,frontend,ekaterinburg,remote,outsource,NA,2025-06-15,"Открыта позиция junior frontend. Технологии: Vue.js, Nuxt. Формат: удалёнка.",55000
2,middle,data_science,moscow,hybrid,enterprise,not_specified,2026-05-29,"Открыта позиция middle data_science. Технологии: TensorFlow, Pandas. Формат: гибрид.",340000
1,junior,frontend,novosibirsk,remote,outsource,not_specified,NA,"Вакансия frontend junior: React, TypeScript. Зарплата по результатам собеседования.",55000
4,middle,backend,nizhny_novgorod,remote,NA,not_specified,2025-05-27,"Открыта позиция middle backend. Технологии: Java, Spring. Формат: удалёнка.",295000
1,junior,data_science,spb,remote,mid_product,not_specified,2026-03-18,"Вакансия data_science junior: SQL, Spark. Зарплата по результатам собеседования.",90000
NA,middle,backend,moscow,remote,bigtech,NA,2026-02-16,"Ищем middle backend в команду. Стек: Java, Spring. Опыт от 3.7+ лет.",575000
4,middle,devops,moscow,NA,bigtech,higher_tech,2025-09-15,"bigtech приглашает devops. Требования: Terraform, AWS, опыт 3.6+ лет.",440000
8,senior,devops,moscow,office,enterprise,not_specified,2025-12-12,"enterprise приглашает devops. Требования: Terraform, AWS, опыт 7.7+ лет.",620000
3,middle,backend,samara,office,bigtech,higher_tech,2026-06-09,"Открыта позиция middle backend. Технологии: Go, gRPC. Формат: офис.",320000
5,senior,data_science,nizhny_novgorod,remote,mid_product,NA,2026-05-01,"Вакансия data_science senior: Python, PyTorch. Зарплата по результатам собеседования.",410000
0,intern,qa,samara,remote,mid_product,not_specified,2025-09-28,"Требуется qa (intern). Java, JUnit, remote формат. Регион.",30000
6,senior,devops,nizhny_novgorod,remote,enterprise,not_specified,2026-03-08,"Открыта позиция senior devops. Технологии: Terraform, AWS. Формат: удалёнка.",375000
3,middle,frontend,rostov,remote,enterprise,higher_tech,2025-08-08,"Открыта позиция middle frontend. Технологии: Next.js, Tailwind. Формат: удалёнка.",185000
4,middle,qa,moscow,remote,bigtech,higher_general,2025-05-05,"Открыта позиция middle qa. Технологии: Postman, SQL. Формат: удалёнка.",260000
6,senior,frontend,moscow,remote,mid_product,not_specified,2026-06-20,"mid_product приглашает frontend. Требования: Next.js, Tailwind, опыт 6.0+ лет.",405000
3,middle,qa,nizhny_novgorod,office,bigtech,not_specified,2026-05-07,"Требуется qa (middle). Python, Pytest, Selenium, office формат. Регион.",175000
0,intern,frontend,novosibirsk,office,smb,higher_general,2025-08-31,"Ищем intern frontend в команду. Стек: Vue.js, Nuxt. Опыт от 0.4+ лет.",30000
4,senior,frontend,samara,office,NA,NA,NA,"Ищем senior frontend в команду. Стек: Vue.js, Nuxt. Опыт от 4.0+ лет.",165000
4,middle,backend,novosibirsk,NA,enterprise,NA,2025-01-28,"Ищем middle backend в команду. Стек: C#, .NET. Опыт от 3.9+ лет.",240000
1,junior,frontend,nizhny_novgorod,office,NA,not_specified,NA,"Открыта позиция junior frontend. Технологии: Next.js, Tailwind. Формат: офис.",75000
1,junior,backend,kazan,remote,outsource,not_specified,2025-01-21,"outsource приглашает backend. Требования: Node.js, Express, опыт 1.0+ лет.",70000
4,middle,qa,moscow,remote,mid_product,not_specified,2025-02-28,"Вакансия qa middle: Python, Pytest, Selenium. Зарплата по результатам собеседования.",225000
1,junior,backend,kazan,NA,NA,higher_general,2026-01-23,"Открыта позиция junior backend. Технологии: Node.js, Express. Формат: удалёнка.",105000
2,middle,frontend,moscow,hybrid,outsource,not_specified,2025-04-10,"Ищем middle frontend в команду. Стек: Vue.js, Nuxt. Опыт от 1.9+ лет.",270000
0,intern,backend,moscow,remote,enterprise,not_specified,2025-09-17,"Требуется backend (intern). Python, Django, remote формат. Москва.",240000
NA,senior,backend,moscow,remote,mid_product,not_specified,NA,"mid_product приглашает backend. Требования: C#, .NET, опыт 4.4+ лет.",550000
NA,middle,frontend,moscow,NA,bigtech,not_specified,2025-08-22,"Ищем middle frontend в команду. Стек: Next.js, Tailwind. Опыт от 4.0+ лет.",330000
1,junior,backend,moscow,office,outsource,not_specified,NA,"Открыта позиция junior backend. Технологии: Go, gRPC. Формат: офис.",110000
1,junior,mobile,moscow,remote,bigtech,higher_general,NA,"Требуется mobile (junior). Swift, iOS, remote формат. Москва.",170000
3,middle,frontend,moscow,office,mid_product,not_specified,NA,"Требуется frontend (middle). Angular, RxJS, office формат. Москва.",250000
7,senior,qa,moscow,hybrid,NA,not_specified,2026-06-07,"Требуется qa (senior). Postman, SQL, hybrid формат. Москва.",290000
1,junior,frontend,moscow,office,NA,not_specified,2025-09-21,"Ищем junior frontend в команду. Стек: Vue.js, Nuxt. Опыт от 0.7+ лет.",125000
1,junior,mobile,kazan,NA,mid_product,not_specified,2025-01-26,"Вакансия mobile junior: Flutter, Dart. Зарплата по результатам собеседования.",105000
0,intern,frontend,spb,NA,outsource,not_specified,2026-06-08,"Открыта позиция intern frontend. Технологии: Next.js, Tailwind. Формат: удалёнка.",40000
1,junior,frontend,samara,office,mid_product,not_specified,2025-01-18,"Открыта позиция junior frontend. Технологии: Vue.js, Nuxt. Формат: офис.",80000
4,middle,qa,ekaterinburg,office,mid_product,NA,2025-08-04,"Вакансия qa middle: Java, JUnit. Зарплата по результатам собеседования.",140000
3,middle,devops,moscow,hybrid,enterprise,NA,2026-06-22,"enterprise приглашает devops. Требования: CI/CD, GitLab, опыт 2.7+ лет.",425000
3,middle,qa,moscow,remote,enterprise,higher_tech,2025-03-20,"Требуется qa (middle). Cypress, JS, remote формат. Москва.",200000
7,senior,data_science,rostov,office,bigtech,NA,2026-03-08,Ищем senior data_science в команду. Стек: scikit-learn. Опыт от 7.4+ лет.,450000
3,middle,devops,moscow,office,smb,not_specified,NA,"Открыта позиция middle devops. Технологии: Terraform, AWS. Формат: офис.",225000
NA,lead,backend,moscow,NA,outsource,not_specified,NA,"Ищем lead backend в команду. Стек: Python, Django. Опыт от 9.7+ лет.",495000
7,senior,backend,nizhny_novgorod,office,enterprise,not_specified,2025-07-14,"Ищем senior backend в команду. Стек: Python, Django. Опыт от 6.7+ лет.",365000
1,junior,backend,ekaterinburg,office,outsource,not_specified,2025-10-10,"Вакансия backend junior: Python, Django. Зарплата по результатам собеседования.",80000
NA,senior,frontend,spb,office,outsource,not_specified,2025-09-05,"Открыта позиция senior frontend. Технологии: Vue.js, Nuxt. Формат: офис.",320000
7,senior,backend,moscow,remote,bigtech,not_specified,2025-04-25,"bigtech приглашает backend. Требования: Node.js, Express, опыт 6.6+ лет.",680000
1,junior,backend,moscow,remote,NA,not_specified,2025-01-20,"mid_product приглашает backend. Требования: C#, .NET, опыт 1.3+ лет.",125000
2,middle,qa,kazan,remote,mid_product,higher_general,2025-01-13,"mid_product приглашает qa. Требования: Postman, SQL, опыт 1.9+ лет.",130000
0,junior,qa,nizhny_novgorod,office,NA,not_specified,2026-04-13,"Открыта позиция junior qa. Технологии: Postman, SQL. Формат: офис.",60000
6,senior,frontend,moscow,office,mid_product,not_specified,2025-09-13,"mid_product приглашает frontend. Требования: Next.js, Tailwind, опыт 5.7+ лет.",1360000
5,senior,backend,moscow,remote,mid_product,not_specified,2025-06-18,"Требуется backend (senior). Python, Django, remote формат. Москва.",380000
7,senior,backend,ekaterinburg,office,bigtech,NA,2025-03-20,"Ищем senior backend в команду. Стек: Java, Spring. Опыт от 6.8+ лет.",510000
7,senior,data_science,novosibirsk,office,smb,not_specified,2026-03-22,"Ищем senior data_science в команду. Стек: TensorFlow, Pandas. Опыт от 7.4+ лет.",405000
4,middle,data_science,moscow,office,mid_product,not_specified,2025-07-21,Открыта позиция middle data_science. Технологии: scikit-learn. Формат: офис.,260000
8,senior,backend,moscow,remote,mid_product,higher_general,2025-01-21,"Вакансия backend senior: Python, Django. Зарплата по результатам собеседования.",435000
3,middle,frontend,moscow,office,mid_product,not_specified,2025-09-16,"Ищем middle frontend в команду. Стек: Next.js, Tailwind. Опыт от 3.3+ лет.",280000
7,senior,devops,kazan,remote,NA,not_specified,2026-06-27,"Вакансия devops senior: Linux, Bash. Зарплата по результатам собеседования.",365000
1,junior,mobile,moscow,office,mid_product,NA,NA,"Ищем junior mobile в команду. Стек: Flutter, Dart. Опыт от 1.4+ лет.",135000
0,junior,frontend,moscow,office,smb,NA,2025-02-22,"Вакансия frontend junior: Next.js, Tailwind. Зарплата по результатам собеседования.",85000
6,senior,frontend,ekaterinburg,office,mid_product,NA,NA,"Требуется frontend (senior). React, TypeScript, office формат. Регион.",380000
4,middle,backend,samara,NA,mid_product,NA,2025-05-03,"Вакансия backend middle: C#, .NET. Зарплата по результатам собеседования.",175000
NA,junior,devops,novosibirsk,remote,mid_product,NA,2026-04-05,"Открыта позиция junior devops. Технологии: CI/CD, GitLab. Формат: удалёнка.",135000
3,middle,devops,kazan,hybrid,enterprise,not_specified,2026-04-25,"Открыта позиция middle devops. Технологии: Terraform, AWS. Формат: гибрид.",275000
1,junior,data_science,spb,remote,enterprise,not_specified,2025-08-31,"Ищем junior data_science в команду. Стек: Python, PyTorch. Опыт от 0.8+ лет.",130000
2,middle,data_science,rostov,NA,mid_product,higher_general,2025-08-10,"mid_product приглашает data_science. Требования: scikit-learn, опыт 2.3+ лет.",170000
0,intern,backend,moscow,office,bigtech,not_specified,2025-10-17,"Ищем intern backend в команду. Стек: Go, gRPC. Опыт от 0.1+ лет.",95000
NA,junior,mobile,kazan,NA,mid_product,NA,2025-02-11,Вакансия mobile junior: React Native. Зарплата по результатам собеседования.,95000
2,middle,frontend,moscow,NA,mid_product,higher_general,NA,"Ищем middle frontend в команду. Стек: React, TypeScript. Опыт от 2.4+ лет.",630000
2,middle,backend,samara,office,bigtech,not_specified,NA,"Требуется backend (middle). C#, .NET, office формат. Регион.",280000
